ts,open,high,low,close,volume,symbol,category,source
2025-08-17 20:00:00,117570.07,117749.32,117508.49,117599.44,141.19933,BTC/USDT,CRYPTO,binance
2025-08-17 21:00:00,117599.44,117781.38,117599.43,117700.0,104.468,BTC/USDT,CRYPTO,binance
2025-08-17 22:00:00,117700.01,117995.37,117688.5,117954.99,232.19191,BTC/USDT,CRYPTO,binance
2025-08-17 23:00:00,117955.0,117978.42,117371.65,117405.01,232.44464,BTC/USDT,CRYPTO,binance
2025-08-18 00:00:00,117405.01,117543.75,117020.0,117290.19,640.08542,BTC/USDT,CRYPTO,binance
2025-08-18 01:00:00,117290.2,117409.87,116166.03,116269.54,1892.28591,BTC/USDT,CRYPTO,binance
2025-08-18 02:00:00,116269.53,116339.61,115292.67,115453.24,2015.07156,BTC/USDT,CRYPTO,binance
2025-08-18 03:00:00,115452.0,115636.89,115000.0,115319.0,1253.98009,BTC/USDT,CRYPTO,binance
2025-08-18 04:00:00,115319.0,115533.89,115079.91,115469.51,597.83019,BTC/USDT,CRYPTO,binance
2025-08-18 05:00:00,115469.52,115688.0,115000.0,115687.99,763.17629,BTC/USDT,CRYPTO,binance
2025-08-18 06:00:00,115687.99,115712.49,114878.71,115245.56,1274.28433,BTC/USDT,CRYPTO,binance
2025-08-18 07:00:00,115245.56,115477.2,115186.56,115205.98,798.13334,BTC/USDT,CRYPTO,binance
2025-08-18 08:00:00,115205.99,115402.51,115068.58,115135.43,582.2051,BTC/USDT,CRYPTO,binance
2025-08-18 09:00:00,115135.43,115135.44,114640.14,115038.46,1245.97423,BTC/USDT,CRYPTO,binance
2025-08-18 10:00:00,115038.46,115261.69,114985.0,115058.58,567.82403,BTC/USDT,CRYPTO,binance
2025-08-18 11:00:00,115058.58,115127.54,114860.62,114947.27,397.98648,BTC/USDT,CRYPTO,binance
2025-08-18 12:00:00,114947.27,115520.0,114902.94,115519.99,477.46603,BTC/USDT,CRYPTO,binance
2025-08-18 13:00:00,115520.0,115736.54,114825.0,114839.13,824.85948,BTC/USDT,CRYPTO,binance
2025-08-18 14:00:00,114839.14,115633.73,114839.14,115633.73,673.6191,BTC/USDT,CRYPTO,binance
2025-08-18 15:00:00,115633.72,116186.97,115402.0,116145.34,796.23484,BTC/USDT,CRYPTO,binance
2025-08-18 16:00:00,116145.34,116350.0,115818.86,115962.24,496.59282,BTC/USDT,CRYPTO,binance
2025-08-18 17:00:00,115962.24,116800.0,115962.23,116428.99,713.09082,BTC/USDT,CRYPTO,binance
2025-08-18 18:00:00,116428.98,116579.16,116238.71,116481.81,239.93978,BTC/USDT,CRYPTO,binance
2025-08-18 19:00:00,116481.8,116639.35,116204.0,116313.99,281.74931,BTC/USDT,CRYPTO,binance
2025-08-18 20:00:00,116314.0,116529.5,115980.32,116407.99,349.12342,BTC/USDT,CRYPTO,binance
2025-08-18 21:00:00,116407.99,116675.67,116403.76,116648.99,230.40574,BTC/USDT,CRYPTO,binance
2025-08-18 22:00:00,116649.0,116980.0,116394.12,116399.99,316.21157,BTC/USDT,CRYPTO,binance
2025-08-18 23:00:00,116400.0,116564.38,116089.0,116227.05,317.80966,BTC/USDT,CRYPTO,binance
2025-08-19 00:00:00,116227.05,116563.55,115516.82,116563.13,597.52684,BTC/USDT,CRYPTO,binance
2025-08-19 01:00:00,116563.12,116725.69,115710.03,115798.0,461.06933,BTC/USDT,CRYPTO,binance
2025-08-19 02:00:00,115798.0,116051.0,115635.63,115747.08,344.75966,BTC/USDT,CRYPTO,binance
2025-08-19 03:00:00,115747.09,115771.98,114787.23,114810.0,987.54165,BTC/USDT,CRYPTO,binance
2025-08-19 04:00:00,114810.01,115372.55,114366.0,115305.99,973.09499,BTC/USDT,CRYPTO,binance
2025-08-19 05:00:00,115306.0,115483.24,114944.16,114972.9,406.89708,BTC/USDT,CRYPTO,binance
2025-08-19 06:00:00,114972.9,115219.99,114914.26,115019.99,394.62483,BTC/USDT,CRYPTO,binance
2025-08-19 07:00:00,115019.99,115056.0,114600.74,114978.14,724.50631,BTC/USDT,CRYPTO,binance
2025-08-19 08:00:00,114978.15,115300.0,114804.0,115186.48,489.77403,BTC/USDT,CRYPTO,binance
2025-08-19 09:00:00,115186.47,115488.27,115185.92,115322.7,443.60844,BTC/USDT,CRYPTO,binance
2025-08-19 10:00:00,115322.69,115577.6,115317.92,115400.0,241.6168,BTC/USDT,CRYPTO,binance
2025-08-19 11:00:00,115400.0,115650.0,115400.0,115508.71,296.0435,BTC/USDT,CRYPTO,binance
2025-08-19 12:00:00,115508.71,115617.84,115282.7,115599.99,338.93222,BTC/USDT,CRYPTO,binance
2025-08-19 13:00:00,115600.0,115875.84,114869.6,115192.0,928.5804,BTC/USDT,CRYPTO,binance
2025-08-19 14:00:00,115192.0,115378.82,113770.34,113882.66,2263.58751,BTC/USDT,CRYPTO,binance
2025-08-19 15:00:00,113882.66,114177.58,113587.68,113786.38,1763.36303,BTC/USDT,CRYPTO,binance
2025-08-19 16:00:00,113786.39,113897.58,113346.28,113388.3,959.63398,BTC/USDT,CRYPTO,binance
2025-08-19 17:00:00,113388.31,113596.07,113107.07,113520.11,1084.66267,BTC/USDT,CRYPTO,binance
2025-08-19 18:00:00,113520.11,113520.11,112837.11,113069.61,889.38987,BTC/USDT,CRYPTO,binance
2025-08-19 19:00:00,113069.61,113552.03,112767.06,113132.48,850.664,BTC/USDT,CRYPTO,binance
2025-08-19 20:00:00,113132.49,113570.44,112927.82,113570.44,496.52563,BTC/USDT,CRYPTO,binance
2025-08-19 21:00:00,113570.44,113589.48,113413.14,113419.11,316.99786,BTC/USDT,CRYPTO,binance
2025-08-19 22:00:00,113419.1,113440.43,113060.0,113174.42,1090.07931,BTC/USDT,CRYPTO,binance
2025-08-19 23:00:00,113174.42,113201.26,112732.58,112872.94,721.9943,BTC/USDT,CRYPTO,binance
2025-08-20 00:00:00,112872.95,113320.0,112843.14,113215.5,605.5856,BTC/USDT,CRYPTO,binance
2025-08-20 01:00:00,113215.49,113413.23,112566.01,112996.93,1004.04056,BTC/USDT,CRYPTO,binance
2025-08-20 02:00:00,112996.93,113500.0,112944.68,113438.29,915.27403,BTC/USDT,CRYPTO,binance
2025-08-20 03:00:00,113438.29,113636.13,113319.45,113525.91,591.80557,BTC/USDT,CRYPTO,binance
2025-08-20 04:00:00,113525.9,113700.0,113460.29,113633.47,351.01236,BTC/USDT,CRYPTO,binance
2025-08-20 05:00:00,113633.47,113767.44,113464.02,113708.0,305.42814,BTC/USDT,CRYPTO,binance
2025-08-20 06:00:00,113707.99,113734.23,113500.0,113653.28,284.56575,BTC/USDT,CRYPTO,binance
2025-08-20 07:00:00,113653.28,113837.93,113432.0,113490.13,426.40857,BTC/USDT,CRYPTO,binance
2025-08-20 08:00:00,113490.14,114016.77,113401.0,114010.0,1021.52601,BTC/USDT,CRYPTO,binance
2025-08-20 09:00:00,114010.0,114010.01,113628.65,113699.98,464.52912,BTC/USDT,CRYPTO,binance
2025-08-20 10:00:00,113699.98,113869.5,113587.68,113792.2,310.8205,BTC/USDT,CRYPTO,binance
2025-08-20 11:00:00,113792.19,113859.26,113060.08,113666.68,555.63081,BTC/USDT,CRYPTO,binance
2025-08-20 12:00:00,113666.69,113944.0,113512.88,113659.01,643.44169,BTC/USDT,CRYPTO,binance
2025-08-20 13:00:00,113659.01,113659.01,112600.0,112693.15,1099.37126,BTC/USDT,CRYPTO,binance
2025-08-20 14:00:00,112693.14,113854.34,112380.0,113465.84,1578.65617,BTC/USDT,CRYPTO,binance
2025-08-20 15:00:00,113465.84,114326.35,113229.43,113353.94,1283.96286,BTC/USDT,CRYPTO,binance
2025-08-20 16:00:00,113353.94,114309.16,113278.49,113839.99,769.22274,BTC/USDT,CRYPTO,binance
2025-08-20 17:00:00,113839.99,114444.0,113781.16,114197.53,577.51878,BTC/USDT,CRYPTO,binance
2025-08-20 18:00:00,114197.54,114269.63,113264.01,113490.01,676.25877,BTC/USDT,CRYPTO,binance
2025-08-20 19:00:00,113490.0,114337.31,113472.38,114276.66,601.00585,BTC/USDT,CRYPTO,binance
2025-08-20 20:00:00,114276.66,114375.27,114000.0,114370.0,384.69129,BTC/USDT,CRYPTO,binance
2025-08-20 21:00:00,114370.0,114476.13,114000.0,114356.24,372.36928,BTC/USDT,CRYPTO,binance
2025-08-20 22:00:00,114356.24,114615.38,114206.89,114595.19,498.00131,BTC/USDT,CRYPTO,binance
2025-08-20 23:00:00,114595.19,114608.77,114220.0,114271.24,315.21492,BTC/USDT,CRYPTO,binance
2025-08-21 00:00:00,114271.23,114493.1,114010.87,114292.14,429.62667,BTC/USDT,CRYPTO,binance
2025-08-21 01:00:00,114292.14,114736.0,113954.13,114729.94,432.98345,BTC/USDT,CRYPTO,binance
2025-08-21 02:00:00,114729.93,114821.76,113906.01,114038.0,447.89489,BTC/USDT,CRYPTO,binance
2025-08-21 03:00:00,114038.0,114531.29,113954.61,113954.62,316.2228,BTC/USDT,CRYPTO,binance
2025-08-21 04:00:00,113954.62,114033.84,113800.0,113800.0,293.43085,BTC/USDT,CRYPTO,binance
2025-08-21 05:00:00,113800.01,114010.83,113637.0,113995.12,344.63705,BTC/USDT,CRYPTO,binance
2025-08-21 06:00:00,113995.12,113995.12,113609.88,113807.2,443.88446,BTC/USDT,CRYPTO,binance
2025-08-21 07:00:00,113807.2,113944.74,113582.43,113896.03,530.41085,BTC/USDT,CRYPTO,binance
2025-08-21 08:00:00,113896.03,113990.0,113588.45,113588.45,336.76542,BTC/USDT,CRYPTO,binance
2025-08-21 09:00:00,113588.46,113616.58,113300.0,113376.85,413.40552,BTC/USDT,CRYPTO,binance
2025-08-21 10:00:00,113376.85,113479.97,113230.0,113329.74,331.35097,BTC/USDT,CRYPTO,binance
2025-08-21 11:00:00,113329.74,113542.47,113000.0,113148.66,428.12915,BTC/USDT,CRYPTO,binance
2025-08-21 12:00:00,113148.65,113416.69,112950.0,113095.29,386.2075,BTC/USDT,CRYPTO,binance
2025-08-21 13:00:00,113095.3,113713.56,113055.93,113486.98,624.69624,BTC/USDT,CRYPTO,binance
2025-08-21 14:00:00,113486.98,113995.11,112913.39,113281.99,580.15894,BTC/USDT,CRYPTO,binance
2025-08-21 15:00:00,113282.0,113386.31,112608.64,112792.08,930.0476,BTC/USDT,CRYPTO,binance
2025-08-21 16:00:00,112792.08,112969.47,112333.33,112379.58,780.22707,BTC/USDT,CRYPTO,binance
2025-08-21 17:00:00,112379.58,112596.9,112201.0,112410.91,737.11033,BTC/USDT,CRYPTO,binance
2025-08-21 18:00:00,112410.92,112682.2,112224.67,112602.62,382.38194,BTC/USDT,CRYPTO,binance
2025-08-21 19:00:00,112602.62,112724.74,112015.67,112193.71,569.08483,BTC/USDT,CRYPTO,binance
2025-08-21 20:00:00,112193.71,112870.94,112067.46,112450.3,336.45252,BTC/USDT,CRYPTO,binance
2025-08-21 21:00:00,112450.31,112734.51,112100.0,112628.76,337.37667,BTC/USDT,CRYPTO,binance
2025-08-21 22:00:00,112628.75,112712.7,112425.35,112511.2,200.73506,BTC/USDT,CRYPTO,binance
2025-08-21 23:00:00,112511.19,112511.2,112272.04,112500.0,226.47157,BTC/USDT,CRYPTO,binance
2025-08-22 00:00:00,112500.0,112840.0,112489.42,112630.87,267.79499,BTC/USDT,CRYPTO,binance
2025-08-22 01:00:00,112630.88,112924.37,112335.6,112840.08,331.54981,BTC/USDT,CRYPTO,binance
2025-08-22 02:00:00,112840.08,113525.0,112784.68,113153.96,716.89343,BTC/USDT,CRYPTO,binance
2025-08-22 03:00:00,113153.96,113441.45,112882.9,112929.24,293.95702,BTC/USDT,CRYPTO,binance
2025-08-22 04:00:00,112929.24,113256.03,112708.81,112847.63,270.33795,BTC/USDT,CRYPTO,binance
2025-08-22 05:00:00,112847.62,113285.59,112844.56,113241.99,333.83128,BTC/USDT,CRYPTO,binance
2025-08-22 06:00:00,113241.98,113394.76,112844.0,112998.3,426.59054,BTC/USDT,CRYPTO,binance
2025-08-22 07:00:00,112998.3,113250.0,112950.0,113094.83,625.49743,BTC/USDT,CRYPTO,binance
2025-08-22 08:00:00,113094.83,113319.3,112950.0,112980.34,448.78194,BTC/USDT,CRYPTO,binance
2025-08-22 09:00:00,112980.34,113128.0,112815.55,113049.67,517.13631,BTC/USDT,CRYPTO,binance
2025-08-22 10:00:00,113049.67,113060.0,112512.74,112534.54,455.48522,BTC/USDT,CRYPTO,binance
2025-08-22 11:00:00,112534.54,112629.4,112177.27,112320.0,511.03227,BTC/USDT,CRYPTO,binance
2025-08-22 12:00:00,112320.01,112713.93,111684.79,112341.5,1660.5893,BTC/USDT,CRYPTO,binance
2025-08-22 13:00:00,112341.5,112662.27,111932.28,112487.11,1042.30053,BTC/USDT,CRYPTO,binance
2025-08-22 14:00:00,112487.1,116116.11,112468.35,115808.23,6271.74223,BTC/USDT,CRYPTO,binance
2025-08-22 15:00:00,115808.24,117296.12,115808.23,116370.75,2530.62921,BTC/USDT,CRYPTO,binance
2025-08-22 16:00:00,116370.75,116783.22,116116.0,116146.47,1756.6795,BTC/USDT,CRYPTO,binance
2025-08-22 17:00:00,116146.48,117032.84,116146.48,117024.0,1300.14206,BTC/USDT,CRYPTO,binance
2025-08-22 18:00:00,117024.01,117429.05,116750.0,116805.27,721.60524,BTC/USDT,CRYPTO,binance
2025-08-22 19:00:00,116805.27,116914.3,116520.0,116655.79,529.51964,BTC/USDT,CRYPTO,binance
2025-08-22 20:00:00,116655.79,117127.44,116570.17,117052.65,545.695,BTC/USDT,CRYPTO,binance
2025-08-22 21:00:00,117052.65,117174.43,116829.34,117028.27,678.08593,BTC/USDT,CRYPTO,binance
2025-08-22 22:00:00,117028.27,117057.14,116550.96,116757.18,585.72702,BTC/USDT,CRYPTO,binance
2025-08-22 23:00:00,116757.18,116937.56,116674.51,116935.99,306.48652,BTC/USDT,CRYPTO,binance
2025-08-23 00:00:00,116936.0,117030.0,116726.64,116870.22,351.38045,BTC/USDT,CRYPTO,binance
2025-08-23 01:00:00,116870.22,116882.16,116300.0,116453.59,596.49295,BTC/USDT,CRYPTO,binance
2025-08-23 02:00:00,116453.59,116547.95,115500.0,115927.98,1195.36796,BTC/USDT,CRYPTO,binance
2025-08-23 03:00:00,115927.98,116044.55,115458.2,115568.77,504.34283,BTC/USDT,CRYPTO,binance
2025-08-23 04:00:00,115568.77,115980.0,115551.2,115926.77,535.76766,BTC/USDT,CRYPTO,binance
2025-08-23 05:00:00,115926.77,116034.53,115800.01,115954.51,806.27196,BTC/USDT,CRYPTO,binance
2025-08-23 06:00:00,115954.51,116015.69,115690.83,115781.16,462.86069,BTC/USDT,CRYPTO,binance
2025-08-23 07:00:00,115781.16,115928.0,115669.76,115799.47,453.28331,BTC/USDT,CRYPTO,binance
2025-08-23 08:00:00,115799.46,115861.8,115607.46,115746.12,341.58386,BTC/USDT,CRYPTO,binance
2025-08-23 09:00:00,115746.12,115782.03,115605.27,115765.82,288.64099,BTC/USDT,CRYPTO,binance
2025-08-23 10:00:00,115765.81,115780.59,115575.72,115575.72,312.57302,BTC/USDT,CRYPTO,binance
2025-08-23 11:00:00,115575.73,115616.63,115223.43,115310.13,371.09604,BTC/USDT,CRYPTO,binance
2025-08-23 12:00:00,115310.13,115486.97,115175.48,115213.6,445.4785,BTC/USDT,CRYPTO,binance
2025-08-23 13:00:00,115213.6,115213.6,114735.57,114864.92,981.86665,BTC/USDT,CRYPTO,binance
2025-08-23 14:00:00,114864.92,115081.59,114620.0,114621.47,1000.43667,BTC/USDT,CRYPTO,binance
2025-08-23 15:00:00,114621.48,114966.87,114560.0,114812.87,599.77984,BTC/USDT,CRYPTO,binance
2025-08-23 16:00:00,114812.88,115097.92,114684.11,115020.0,448.76533,BTC/USDT,CRYPTO,binance
2025-08-23 17:00:00,115020.0,115167.78,114947.46,115087.97,327.26623,BTC/USDT,CRYPTO,binance
2025-08-23 18:00:00,115087.97,115190.74,115035.11,115145.77,178.18512,BTC/USDT,CRYPTO,binance
2025-08-23 19:00:00,115145.77,115173.86,115051.32,115133.91,151.33399,BTC/USDT,CRYPTO,binance
2025-08-23 20:00:00,115133.92,115325.82,115108.23,115325.81,181.19976,BTC/USDT,CRYPTO,binance
2025-08-23 21:00:00,115325.81,115325.82,115001.88,115028.0,194.43314,BTC/USDT,CRYPTO,binance
2025-08-23 22:00:00,115028.01,115317.86,115028.0,115317.85,117.57565,BTC/USDT,CRYPTO,binance
2025-08-23 23:00:00,115317.86,115454.12,115244.7,115438.05,483.37937,BTC/USDT,CRYPTO,binance
2025-08-24 00:00:00,115438.06,115549.44,115315.33,115375.35,457.40004,BTC/USDT,CRYPTO,binance
2025-08-24 01:00:00,115375.36,115584.09,115196.0,115473.99,655.8074,BTC/USDT,CRYPTO,binance
2025-08-24 02:00:00,115473.99,115666.68,115000.0,115005.15,401.41002,BTC/USDT,CRYPTO,binance
2025-08-24 03:00:00,115005.15,115161.24,114934.21,115036.0,481.30687,BTC/USDT,CRYPTO,binance
2025-08-24 04:00:00,115036.01,115283.21,115036.0,115174.3,345.39663,BTC/USDT,CRYPTO,binance
2025-08-24 05:00:00,115174.3,115206.55,114930.65,114996.01,697.85001,BTC/USDT,CRYPTO,binance
2025-08-24 06:00:00,114996.01,115062.77,114846.14,114862.4,395.26293,BTC/USDT,CRYPTO,binance
2025-08-24 07:00:00,114862.4,115124.86,114855.64,114888.19,277.17773,BTC/USDT,CRYPTO,binance
2025-08-24 08:00:00,114888.19,114979.55,114750.01,114838.02,947.55224,BTC/USDT,CRYPTO,binance
2025-08-24 09:00:00,114838.02,115060.99,114668.0,114841.17,438.90856,BTC/USDT,CRYPTO,binance
2025-08-24 10:00:00,114841.16,114956.66,114600.0,114790.4,479.49962,BTC/USDT,CRYPTO,binance
2025-08-24 11:00:00,114790.4,114889.91,114620.13,114730.22,357.51883,BTC/USDT,CRYPTO,binance
2025-08-24 12:00:00,114730.22,114846.4,114597.55,114673.81,358.78753,BTC/USDT,CRYPTO,binance
2025-08-24 13:00:00,114673.8,114869.41,114555.0,114555.0,620.84833,BTC/USDT,CRYPTO,binance
2025-08-24 14:00:00,114555.0,114657.0,114350.57,114514.05,816.73334,BTC/USDT,CRYPTO,binance
2025-08-24 15:00:00,114514.05,114865.32,114400.0,114400.0,865.64985,BTC/USDT,CRYPTO,binance
2025-08-24 16:00:00,114400.01,114541.93,114255.32,114275.0,786.95266,BTC/USDT,CRYPTO,binance
2025-08-24 17:00:00,114275.0,114578.85,114236.0,114423.42,983.41055,BTC/USDT,CRYPTO,binance
2025-08-24 18:00:00,114423.43,114917.1,114301.22,114626.97,1232.99791,BTC/USDT,CRYPTO,binance
2025-08-24 19:00:00,114626.96,114790.75,110680.0,112600.0,5318.65876,BTC/USDT,CRYPTO,binance
2025-08-24 20:00:00,112600.0,112987.88,111632.85,112770.39,2003.01345,BTC/USDT,CRYPTO,binance
2025-08-24 21:00:00,112770.39,113406.8,112369.16,112988.39,854.85267,BTC/USDT,CRYPTO,binance
2025-08-24 22:00:00,112988.4,113500.0,112614.42,113451.02,755.28007,BTC/USDT,CRYPTO,binance
2025-08-24 23:00:00,113451.02,113692.97,113366.49,113493.59,643.70862,BTC/USDT,CRYPTO,binance
2025-08-25 00:00:00,113493.59,113516.16,112159.0,112645.1,897.58897,BTC/USDT,CRYPTO,binance
2025-08-25 01:00:00,112645.1,113140.06,112615.9,113066.94,541.53145,BTC/USDT,CRYPTO,binance
2025-08-25 02:00:00,113066.95,113640.01,113066.94,113412.36,396.24817,BTC/USDT,CRYPTO,binance
2025-08-25 03:00:00,113412.36,113667.28,112905.16,112916.84,549.60431,BTC/USDT,CRYPTO,binance
2025-08-25 04:00:00,112916.84,113059.52,112611.78,112764.0,622.97182,BTC/USDT,CRYPTO,binance
2025-08-25 05:00:00,112764.01,112863.24,112309.99,112310.0,808.04429,BTC/USDT,CRYPTO,binance
2025-08-25 06:00:00,112310.0,112459.18,111756.6,111929.87,933.19436,BTC/USDT,CRYPTO,binance
2025-08-25 07:00:00,111929.87,112165.19,111284.05,111511.55,1689.81474,BTC/USDT,CRYPTO,binance
2025-08-25 08:00:00,111511.56,111820.53,110991.28,111414.3,1278.94125,BTC/USDT,CRYPTO,binance
2025-08-25 09:00:00,111414.3,111850.13,111259.76,111800.01,626.80974,BTC/USDT,CRYPTO,binance
2025-08-25 10:00:00,111800.0,111806.99,110939.4,110984.03,1416.44599,BTC/USDT,CRYPTO,binance
2025-08-25 11:00:00,110984.04,111279.91,110929.48,111214.97,706.0609,BTC/USDT,CRYPTO,binance
2025-08-25 12:00:00,111214.97,111682.49,111072.0,111586.31,722.92729,BTC/USDT,CRYPTO,binance
2025-08-25 13:00:00,111586.3,111754.82,110588.0,111491.69,1555.34009,BTC/USDT,CRYPTO,binance
2025-08-25 14:00:00,111491.7,112307.69,111326.49,112260.0,1426.03051,BTC/USDT,CRYPTO,binance
2025-08-25 15:00:00,112260.01,112580.0,111828.24,112200.64,889.02271,BTC/USDT,CRYPTO,binance
