ts,open,high,low,close,volume,instrument,asset_type
2024-05-19 04:33:53.112963,111533.43546250608,113400.0207247487,108428.17056254906,110462.96583531698,1791150,BTC/USDT,crypto
2024-05-19 08:33:53.112963,117469.21802773979,121670.83680039558,115236.07216940957,117562.03106024672,528341,BTC/USDT,crypto
2024-05-19 12:33:53.112963,116202.67356587968,120543.26810427544,114368.85363686102,115490.72686515009,1783724,BTC/USDT,crypto
2024-05-19 16:33:53.112963,111881.21687887433,114634.89714033333,110418.93456059946,112116.48262389807,1306748,BTC/USDT,crypto
2024-05-19 20:33:53.112963,102708.17451480054,106705.25592252347,98429.88321984325,101961.72323781476,851161,BTC/USDT,crypto
2024-05-20 00:33:53.112963,94027.54674929951,94837.43946980478,93724.21741311114,94635.12958747901,1996107,BTC/USDT,crypto
2024-05-20 04:33:53.112963,93599.9465242766,96899.02722156626,92072.0279925087,94250.50803366715,1366690,BTC/USDT,crypto
2024-05-20 08:33:53.112963,100373.90066331753,104143.9608499141,98983.97830533083,100611.73406067443,2642184,BTC/USDT,crypto
2024-05-20 12:33:53.112963,104503.69033233993,106827.12764789429,100345.12171336946,105035.1621922288,1074978,BTC/USDT,crypto
2024-05-20 16:33:53.112963,96625.1751628701,101271.84204595651,96001.03036060308,97576.40108950343,822232,BTC/USDT,crypto
2024-05-20 20:33:53.112963,96223.35265058524,97769.20081400881,92598.79483833694,96053.56812874471,589848,BTC/USDT,crypto
2024-05-21 00:33:53.112963,96244.74110560551,98094.9592068494,95042.92719436783,95809.60281708633,952678,BTC/USDT,crypto
2024-05-21 04:33:53.112963,98734.32276314752,98801.47533188082,97318.85751652518,98076.44454049556,422442,BTC/USDT,crypto
2024-05-21 08:33:53.112963,94574.58201111184,97534.76665903218,92694.23539676971,94858.56066078336,2359918,BTC/USDT,crypto
2024-05-21 12:33:53.112963,93106.65496092339,96543.14448911138,91073.0508249436,92618.93454567522,2062821,BTC/USDT,crypto
2024-05-21 16:33:53.112963,90130.48310211606,93329.05269408268,88016.31505338932,90757.10720191256,780703,BTC/USDT,crypto
2024-05-21 20:33:53.112963,86036.86743174276,86359.26097828291,83670.93388743048,86017.5729731991,692987,BTC/USDT,crypto
2024-05-22 00:33:53.112963,85191.5652193001,87998.11272254048,82640.69659699334,84733.95259820842,1181377,BTC/USDT,crypto
2024-05-22 04:33:53.112963,87735.72832716514,89603.75750115151,84803.06189314634,87211.78539631735,2635244,BTC/USDT,crypto
2024-05-22 08:33:53.112963,86376.91065151698,89089.7568713946,83638.84314115619,86411.32036700987,397485,BTC/USDT,crypto
2024-05-22 12:33:53.112963,82597.38637271822,84160.22891159952,82163.04362266342,83072.03515776407,1710146,BTC/USDT,crypto
2024-05-22 16:33:53.112963,79300.6350030524,81928.16619669495,77367.4554219636,79297.36008090709,578714,BTC/USDT,crypto
2024-05-22 20:33:53.112963,83376.08619070976,85564.15150541971,80103.29815457335,83588.74528625967,1360091,BTC/USDT,crypto
2024-05-23 00:33:53.112963,81344.7300399506,84462.1450904381,80090.39965271422,81425.69994904657,787095,BTC/USDT,crypto
2024-05-23 04:33:53.112963,81611.26831398359,83559.63801884303,79350.68169220684,80969.48803693123,932114,BTC/USDT,crypto
2024-05-23 08:33:53.112963,81955.09182637365,85438.2828157771,80709.64129983918,82397.44281518468,433159,BTC/USDT,crypto
2024-05-23 12:33:53.112963,81239.36189368053,81787.73174316919,78166.72687857824,80711.27787700563,529593,BTC/USDT,crypto
2024-05-23 16:33:53.112963,79441.96422868715,81496.63965297134,78365.65951391644,79806.74631310465,860345,BTC/USDT,crypto
2024-05-23 20:33:53.112963,78859.03117142081,81642.44155939101,78134.56444312002,78605.8757559783,585346,BTC/USDT,crypto
2024-05-24 00:33:53.112963,77375.44273760002,80086.94246168702,76500.07281676786,77400.56557155457,2422199,BTC/USDT,crypto
2024-05-24 04:33:53.112963,76741.11099341974,78555.94758628943,75334.87692321003,76652.32043732652,383841,BTC/USDT,crypto
2024-05-24 08:33:53.112963,77021.62007193154,79593.68696460039,76980.10998210838,77684.99486465722,817950,BTC/USDT,crypto
2024-05-24 12:33:53.112963,75891.66620599818,77153.95336962884,75657.04084051591,76170.54654192772,738436,BTC/USDT,crypto
2024-05-24 16:33:53.112963,71248.98962950149,71411.19682313134,67912.53881707725,70652.07644303139,515009,BTC/USDT,crypto
2024-05-24 20:33:53.112963,71402.51803167097,73814.6619844206,70419.19369567336,72024.50304446697,869434,BTC/USDT,crypto
2024-05-25 00:33:53.112963,70598.26344493507,71688.70048039632,69121.41151013337,71087.24434181218,381959,BTC/USDT,crypto
2024-05-25 04:33:53.112963,68071.32365727736,69090.037393111,66471.33719773522,68026.80205448525,987918,BTC/USDT,crypto
2024-05-25 08:33:53.112963,71191.1994027799,72266.32082134006,70918.15275007373,71167.1454251647,667214,BTC/USDT,crypto
2024-05-25 12:33:53.112963,73597.63437588477,74035.01546291068,71227.16386097057,73620.51413727511,1402847,BTC/USDT,crypto
2024-05-25 16:33:53.112963,72050.49958244027,73735.29909670602,70649.69440267826,71543.45878202174,1390211,BTC/USDT,crypto
2024-05-25 20:33:53.112963,75601.6374544335,77955.36993662313,73419.61309136053,75483.89328542366,691100,BTC/USDT,crypto
2024-05-26 00:33:53.112963,81001.30102978603,84218.0167040673,80078.04084715949,80337.21578375176,1900255,BTC/USDT,crypto
2024-05-26 04:33:53.112963,84285.7215980715,85737.23288888023,83292.0947677183,83638.16186956316,758062,BTC/USDT,crypto
2024-05-26 08:33:53.112963,84412.53795834183,87039.56554851406,82185.14340769511,84942.37527080813,1070411,BTC/USDT,crypto
2024-05-26 12:33:53.112963,85278.78126042613,88048.73659728549,81514.05798327774,84674.75673731418,3093738,BTC/USDT,crypto
2024-05-26 16:33:53.112963,87381.20189010125,89868.376745298,84372.65308053805,87727.67325069782,1473776,BTC/USDT,crypto
2024-05-26 20:33:53.112963,89086.2672147978,92023.73987361175,88237.08302560553,89085.26632704258,644407,BTC/USDT,crypto
2024-05-27 00:33:53.112963,84158.02081329767,85529.10836901121,80614.44465214499,83407.21717725368,1479634,BTC/USDT,crypto
2024-05-27 04:33:53.112963,84836.64857405581,85884.32036775057,83931.60891936833,85135.11527555957,1214117,BTC/USDT,crypto
2024-05-27 08:33:53.112963,85595.98705748047,87727.78481055648,85009.75812383415,85880.25893452883,653088,BTC/USDT,crypto
2024-05-27 12:33:53.112963,84444.98900917698,85460.28158970161,81464.97533531273,84189.14230732025,1555407,BTC/USDT,crypto
2024-05-27 16:33:53.112963,92731.31665719992,95537.81981746224,89158.76652711346,93275.37178841123,1386560,BTC/USDT,crypto
2024-05-27 20:33:53.112963,91590.81859551366,91716.48675672803,88569.95907814047,91137.23550147745,5007261,BTC/USDT,crypto
2024-05-28 00:33:53.112963,97083.05648720844,98146.2340548697,94034.44747505712,97956.3282805046,1105488,BTC/USDT,crypto
2024-05-28 04:33:53.112963,102474.43932478942,103593.20949965151,102056.56162031436,102261.8070194764,519654,BTC/USDT,crypto
2024-05-28 08:33:53.112963,98361.11547149015,99777.70262415035,96359.83703335209,98903.40617084119,1854565,BTC/USDT,crypto
2024-05-28 12:33:53.112963,98433.71932069946,102333.58933742299,96981.81179205916,98702.32909983696,1266489,BTC/USDT,crypto
2024-05-28 16:33:53.112963,103574.54328137984,106906.59713711699,101340.07849275084,102952.4076969958,1110253,BTC/USDT,crypto
2024-05-28 20:33:53.112963,104647.87682368585,105694.9658149288,103287.105609942,103634.74591591298,438901,BTC/USDT,crypto
2024-05-29 00:33:53.112963,102878.16538080631,105862.67680245306,99038.84494657209,102905.81935917572,483018,BTC/USDT,crypto
2024-05-29 04:33:53.112963,112419.91295405377,116737.47519207378,111202.71554809027,111489.83993437828,1115986,BTC/USDT,crypto
2024-05-29 08:33:53.112963,110654.6035157047,112705.88233718298,106815.02238286338,109948.16341271311,1417292,BTC/USDT,crypto
2024-05-29 12:33:53.112963,108361.8863693755,109347.12061549739,103982.65983923536,108135.00274679526,896092,BTC/USDT,crypto
2024-05-29 16:33:53.112963,105681.44465623732,109468.57045786675,102780.53636459404,105009.22402887241,1024337,BTC/USDT,crypto
2024-05-29 20:33:53.112963,105226.33333235678,108882.12833713216,102454.13295104244,106161.86006761664,2536396,BTC/USDT,crypto
2024-05-30 00:33:53.112963,106393.74618618691,107108.05691277438,102386.27727838565,105352.9833074165,1021676,BTC/USDT,crypto
2024-05-30 04:33:53.112963,111512.62520734704,112863.96503645089,109132.18468008618,111438.48038234623,1134080,BTC/USDT,crypto
2024-05-30 08:33:53.112963,108214.5389976245,110724.32790221079,103969.52315056745,107933.7235477804,611116,BTC/USDT,crypto
2024-05-30 12:33:53.112963,107826.24099338493,112496.17719778177,106604.43492575893,108453.74347694653,587187,BTC/USDT,crypto
2024-05-30 16:33:53.112963,107739.46123703291,111774.23138864199,105224.88753882062,107741.20385989202,3488402,BTC/USDT,crypto
2024-05-30 20:33:53.112963,115139.37075804279,117093.22845395829,114704.95118541559,115017.27883355372,1105036,BTC/USDT,crypto
2024-05-31 00:33:53.112963,106801.10341868317,109030.63900396318,102290.80647890274,106422.3118626289,596556,BTC/USDT,crypto
2024-05-31 04:33:53.112963,99903.65756021417,102372.43517821333,98849.53095548599,99160.4616712675,406108,BTC/USDT,crypto
2024-05-31 08:33:53.112963,99133.77573485371,103023.06162395126,96293.06244937357,99689.11142797775,682958,BTC/USDT,crypto
2024-05-31 12:33:53.112963,97266.26196172294,100192.97775575756,93085.11288894418,96494.45600272185,956796,BTC/USDT,crypto
2024-05-31 16:33:53.112963,99071.97186120345,99603.99138433099,97816.18659638854,98334.613300112,1866828,BTC/USDT,crypto
2024-05-31 20:33:53.112963,104991.02403169459,109493.97218096595,104388.53433126802,105293.6277987464,704494,BTC/USDT,crypto
2024-06-01 00:33:53.112963,109767.08766369223,111556.67872230672,107361.77796782163,109841.39891134911,495144,BTC/USDT,crypto
2024-06-01 04:33:53.112963,113739.32070200412,114485.50514212387,112543.6135487841,113073.25842934287,1182405,BTC/USDT,crypto
2024-06-01 08:33:53.112963,112861.19949449025,117977.68394923335,108606.04361289807,113553.77152489524,1612475,BTC/USDT,crypto
2024-06-01 12:33:53.112963,111123.9935724911,112753.3361910993,107579.03248448003,110987.10107329472,1211399,BTC/USDT,crypto
2024-06-01 16:33:53.112963,108168.54743470745,110783.77389657528,107189.89057318355,107416.57407563449,2058778,BTC/USDT,crypto
2024-06-01 20:33:53.112963,116125.65159669144,120064.24797815831,114800.39130925064,116624.58149236476,994236,BTC/USDT,crypto
2024-06-02 00:33:53.112963,111095.23436298815,115725.78483698744,110145.42564581723,111487.74763555567,2450689,BTC/USDT,crypto
2024-06-02 04:33:53.112963,114240.79552721261,116261.68105999357,113305.14258893623,114243.30512117161,1349451,BTC/USDT,crypto
2024-06-02 08:33:53.112963,107571.94076559233,108429.02542710822,104728.64753771969,106833.15289892169,899948,BTC/USDT,crypto
2024-06-02 12:33:53.112963,104535.18299494822,107749.09914606929,100681.12666636278,104947.7444053708,1613909,BTC/USDT,crypto
2024-06-02 16:33:53.112963,109786.51133286256,110935.49118543907,106478.92836303798,109891.34378196947,1896237,BTC/USDT,crypto
2024-06-02 20:33:53.112963,104777.92063000683,108253.45628379934,103519.62993645408,105229.57854543427,623065,BTC/USDT,crypto
2024-06-03 00:33:53.112963,107231.16766648984,107611.50243009812,102887.0269431041,106717.20320609272,605885,BTC/USDT,crypto
2024-06-03 04:33:53.112963,102468.40431291907,104969.60589074486,100935.31712639327,102796.45448988471,1624073,BTC/USDT,crypto
2024-06-03 08:33:53.112963,99417.8536963306,102360.59526594535,99328.9288822982,99839.21075567967,1030987,BTC/USDT,crypto
2024-06-03 12:33:53.112963,102431.02729418933,103557.46020914998,101832.25265615126,102098.7320897885,699789,BTC/USDT,crypto
2024-06-03 16:33:53.112963,101085.88128669,102408.20244706923,100442.42096872859,101523.71655664036,1653920,BTC/USDT,crypto
2024-06-03 20:33:53.112963,104571.27925157615,106901.18491423457,103584.70267264641,105050.4389484601,1521191,BTC/USDT,crypto
2024-06-04 00:33:53.112963,105720.6638277049,109016.91376532346,104876.15649896972,105837.60965345605,495568,BTC/USDT,crypto
2024-06-04 04:33:53.112963,103657.1497097284,104141.06605355423,99799.00050850546,103264.23994293835,1753603,BTC/USDT,crypto
2024-06-04 08:33:53.112963,98423.26078913889,100860.62779308438,94069.80031897435,97796.3081080321,1273217,BTC/USDT,crypto
2024-06-04 12:33:53.112963,90183.66281866061,93483.27472027893,89557.34313045852,90096.08239564882,638753,BTC/USDT,crypto
2024-06-04 16:33:53.112963,91913.2712561209,93091.25984510368,88920.52114032942,91127.48951557523,864127,BTC/USDT,crypto
2024-06-04 20:33:53.112963,90016.1281569304,92897.83858835239,88928.80406942496,89500.47461878079,1125112,BTC/USDT,crypto
2024-06-05 00:33:53.112963,88421.34390560977,89777.67079741684,85742.04465071383,88697.2921695414,1765241,BTC/USDT,crypto
2024-06-05 04:33:53.112963,88696.99118402594,91679.36373023568,86703.7390651337,87823.02038676581,1477456,BTC/USDT,crypto
2024-06-05 08:33:53.112963,84359.05703678708,85065.53690207785,81019.94302791552,84210.2539941576,1796951,BTC/USDT,crypto
2024-06-05 12:33:53.112963,86003.01985966932,87704.23493709281,85612.05805905943,85640.56969353202,1566305,BTC/USDT,crypto
2024-06-05 16:33:53.112963,85853.39521988393,88430.19527229408,85284.33432317509,85369.61586870055,796188,BTC/USDT,crypto
2024-06-05 20:33:53.112963,82369.64226818265,83836.39014759107,80640.15059037572,82097.8856217815,1081344,BTC/USDT,crypto
2024-06-06 00:33:53.112963,80778.81576393108,83216.49070047576,80195.50381284252,80363.29733095448,1237538,BTC/USDT,crypto
2024-06-06 04:33:53.112963,80283.80385335168,82164.19511335967,77241.22049980455,79775.20742776207,2003034,BTC/USDT,crypto
2024-06-06 08:33:53.112963,78432.2780729348,82105.00635791823,76622.7475720929,78986.54548142575,2927973,BTC/USDT,crypto
2024-06-06 12:33:53.112963,76162.95870114658,77595.01112089909,74089.54816023092,76297.69923921605,1284749,BTC/USDT,crypto
2024-06-06 16:33:53.112963,79081.42918947373,81851.2008063257,78802.93965889863,79582.48982701558,1535177,BTC/USDT,crypto
2024-06-06 20:33:53.112963,78312.0419809193,79875.34088515007,76274.12385868368,78986.78338923365,702595,BTC/USDT,crypto
2024-06-07 00:33:53.112963,76188.90912445898,78266.86141946733,72972.32422217925,75458.1105360556,989877,BTC/USDT,crypto
2024-06-07 04:33:53.112963,75226.63460500505,78797.8684161818,75199.54673273781,75813.5331244218,762552,BTC/USDT,crypto
2024-06-07 08:33:53.112963,76757.47486311561,77805.68400910812,73192.22999749666,76183.00456575207,1762492,BTC/USDT,crypto
2024-06-07 12:33:53.112963,76987.4811106202,80288.24700952937,75900.38157861846,77214.52330978433,1512638,BTC/USDT,crypto
2024-06-07 16:33:53.112963,77168.78319669978,78849.23811713856,76060.65119090425,76956.20992441516,1985318,BTC/USDT,crypto
2024-06-07 20:33:53.112963,83573.71760543283,83839.34936004507,80044.83919825027,83187.11752970557,698300,BTC/USDT,crypto
2024-06-08 00:33:53.112963,79273.99095579123,82356.87269018093,78810.46397834146,79149.60197368386,1298783,BTC/USDT,crypto
2024-06-08 04:33:53.112963,79942.26905814718,80366.80139047776,76501.86888294475,79470.62047886566,522570,BTC/USDT,crypto
2024-06-08 08:33:53.112963,77745.54750533738,80227.40936743139,74889.58062241155,78001.77366580753,1531524,BTC/USDT,crypto
2024-06-08 12:33:53.112963,78776.72947929453,81172.26905185467,77545.68155196006,79268.09962397249,1369568,BTC/USDT,crypto
2024-06-08 16:33:53.112963,82438.40556911948,83569.08326123354,81352.74190168371,82357.51011533225,1901068,BTC/USDT,crypto
2024-06-08 20:33:53.112963,80968.75513158756,82129.26077430317,80741.21312710812,81516.77596491181,536301,BTC/USDT,crypto
2024-06-09 00:33:53.112963,80663.90621031469,81356.5137572781,77771.19934034835,81318.74862764639,837398,BTC/USDT,crypto
2024-06-09 04:33:53.112963,74438.1654505484,76124.53554070137,71523.27133065608,74345.23492288523,1568676,BTC/USDT,crypto
2024-06-09 08:33:53.112963,81389.24653847454,82199.4071853087,78892.60785925812,80974.57347344968,436934,BTC/USDT,crypto
2024-06-09 12:33:53.112963,81781.00257432662,84657.03706375613,78237.95806595484,81073.05996723898,1547265,BTC/USDT,crypto
2024-06-09 16:33:53.112963,81845.40836922028,82934.16318411074,79100.07703034159,82665.18814405502,1439477,BTC/USDT,crypto
2024-06-09 20:33:53.112963,84282.48884738755,86353.34022205685,80964.10379844593,84791.23879170508,904545,BTC/USDT,crypto
2024-06-10 00:33:53.112963,84916.07639573955,86882.11126297312,81656.93327563154,84413.9326540591,1550227,BTC/USDT,crypto
2024-06-10 04:33:53.112963,84020.11278124547,84715.8386643718,81156.3892935279,83408.62294268586,956900,BTC/USDT,crypto
2024-06-10 08:33:53.112963,81654.85111907973,83620.21113780001,79485.58175565439,81437.85808780223,2127972,BTC/USDT,crypto
2024-06-10 12:33:53.112963,85907.89323916605,89022.70158362883,82343.70846833328,85068.11042270799,1375158,BTC/USDT,crypto
2024-06-10 16:33:53.112963,78819.4192252352,81567.57900882154,76398.43819045267,79141.51083523704,2037397,BTC/USDT,crypto
2024-06-10 20:33:53.112963,84474.38116468114,84836.12412086852,80835.34632465913,83964.3310157018,662533,BTC/USDT,crypto
2024-06-11 00:33:53.112963,84940.35488252655,84996.78279825914,82781.10324507246,84817.99464304095,110274,BTC/USDT,crypto
2024-06-11 04:33:53.112963,84882.67387516685,85794.5748734268,82178.76954411803,84335.65577563313,1538941,BTC/USDT,crypto
2024-06-11 08:33:53.112963,76961.39124349543,77672.97446282044,73782.55212167486,76394.41485902901,1738325,BTC/USDT,crypto
2024-06-11 12:33:53.112963,77367.53311468106,78950.6751766974,77296.44405307523,77385.12663863109,1732119,BTC/USDT,crypto
2024-06-11 16:33:53.112963,76177.02899813456,77476.92945880911,73222.3365568745,76833.9530186583,1143742,BTC/USDT,crypto
2024-06-11 20:33:53.112963,77148.66359972651,77749.9330465195,76499.35720040323,77307.47178305853,940262,BTC/USDT,crypto
2024-06-12 00:33:53.112963,76425.88252951512,78562.83996587509,76208.16277795474,76786.42302653575,1642619,BTC/USDT,crypto
2024-06-12 04:33:53.112963,75102.62712176249,77141.94129469128,74140.43481126444,75822.86528437462,1767958,BTC/USDT,crypto
2024-06-12 08:33:53.112963,74761.33283357116,77985.04060790972,72061.92885680946,75225.65382916563,456457,BTC/USDT,crypto
2024-06-12 12:33:53.112963,73337.69118942802,74330.35108219051,72651.32944551697,73610.96363001216,510684,BTC/USDT,crypto
2024-06-12 16:33:53.112963,77273.6119308284,78963.03946164904,74583.50541632502,77331.15646161864,554183,BTC/USDT,crypto
2024-06-12 20:33:53.112963,78221.20057764454,80894.5757408658,77592.33795992346,77896.3466715994,289673,BTC/USDT,crypto
2024-06-13 00:33:53.112963,75763.63717302433,76803.59001769875,74447.07235496589,75349.79227299982,1089493,BTC/USDT,crypto
2024-06-13 04:33:53.112963,73587.27389441182,76716.08907113159,71034.25018654267,73944.78026176567,1516769,BTC/USDT,crypto
2024-06-13 08:33:53.112963,77704.17726670692,77990.97405796857,75956.66128519287,77926.09320666066,574760,BTC/USDT,crypto
2024-06-13 12:33:53.112963,75869.75280599904,78582.2007149739,73275.68473866834,75430.17384644337,1047315,BTC/USDT,crypto
2024-06-13 16:33:53.112963,74062.3873148503,77047.79194028268,72380.59305695872,74172.92174712155,1087925,BTC/USDT,crypto
2024-06-13 20:33:53.112963,76654.99551809249,78793.42542566067,74362.35121794598,76259.44519779047,1116579,BTC/USDT,crypto
2024-06-14 00:33:53.112963,79931.01668303953,82173.27243145109,79076.95374781529,79292.1704403092,1861902,BTC/USDT,crypto
2024-06-14 04:33:53.112963,80417.4474900942,82859.13259588822,79854.19184522705,80870.38163561015,620799,BTC/USDT,crypto
2024-06-14 08:33:53.112963,76255.04781264256,78185.36705532309,73818.9587475818,76918.73386062235,996015,BTC/USDT,crypto
2024-06-14 12:33:53.112963,78369.5351418721,79804.48385657034,75885.2988271219,77730.32858197411,889987,BTC/USDT,crypto
2024-06-14 16:33:53.112963,79085.13438589012,79442.40775312023,76863.52190653626,79070.21616145817,604335,BTC/USDT,crypto
2024-06-14 20:33:53.112963,73322.28339622688,74749.29103305726,72301.21110925649,73966.55026690522,432620,BTC/USDT,crypto
2024-06-15 00:33:53.112963,78740.72283703502,79635.38240135304,77111.13783149567,78000.76968256451,2906806,BTC/USDT,crypto
2024-06-15 04:33:53.112963,78598.3536185427,81035.48853394053,77936.30863712676,79231.31149745714,1404306,BTC/USDT,crypto
2024-06-15 08:33:53.112963,76141.41504567684,76902.74620754307,73934.67910409425,76348.2671251204,1067502,BTC/USDT,crypto
2024-06-15 12:33:53.112963,73859.82374850284,74761.09666398668,71213.75988407811,73659.07156311611,1093177,BTC/USDT,crypto
2024-06-15 16:33:53.112963,73474.47455682517,73849.28772477864,71406.66656655233,73335.80983714112,396120,BTC/USDT,crypto
2024-06-15 20:33:53.112963,74531.43119169639,74925.8303112217,73605.63511095644,74715.24066566057,775073,BTC/USDT,crypto
2024-06-16 00:33:53.112963,75742.43036945233,76685.47268000632,74262.41080007654,76292.62747235614,1420815,BTC/USDT,crypto
2024-06-16 04:33:53.112963,79088.49845212637,79901.87807703331,75410.93036726292,78328.49670366159,1742860,BTC/USDT,crypto
2024-06-16 08:33:53.112963,77923.20767548135,79268.23948149117,77290.92633214791,77698.6962521138,1313719,BTC/USDT,crypto
2024-06-16 12:33:53.112963,84151.83629417153,87264.99110414881,80263.01531060474,83518.47801792323,1390086,BTC/USDT,crypto
2024-06-16 16:33:53.112963,80836.94632925712,83432.9147772097,78635.87191535192,80552.48258467314,664017,BTC/USDT,crypto
2024-06-16 20:33:53.112963,81779.4778872378,83632.75318686303,81122.12619192898,81463.04982886757,577867,BTC/USDT,crypto
2024-06-17 00:33:53.112963,83492.76494547969,86226.04209742243,81717.87700675208,83572.20391557673,756386,BTC/USDT,crypto
2024-06-17 04:33:53.112963,82172.22148142153,83405.11317894951,81084.15903216616,82023.34591772218,1255814,BTC/USDT,crypto
2024-06-17 08:33:53.112963,84465.45109083671,87476.82196957582,82418.25317896102,84374.62877189255,1444789,BTC/USDT,crypto
2024-06-17 12:33:53.112963,82617.30047182959,85644.99596022502,81308.99812873374,82200.00926521949,594036,BTC/USDT,crypto
2024-06-17 16:33:53.112963,85357.13244875679,88038.06572993843,83048.29953759185,85345.76053657151,747862,BTC/USDT,crypto
2024-06-17 20:33:53.112963,84170.09266576615,85995.20829799256,83971.48386298919,85003.72135186194,1582870,BTC/USDT,crypto
2024-06-18 00:33:53.112963,83425.34037994938,84826.05415868985,82268.59866635356,82968.95723864278,1483817,BTC/USDT,crypto
2024-06-18 04:33:53.112963,79878.93278327252,80822.83638672861,77478.9711739041,80683.7835096756,734419,BTC/USDT,crypto
2024-06-18 08:33:53.112963,79877.05321474007,80340.51471762083,76215.61321328422,79114.52743821556,964999,BTC/USDT,crypto
2024-06-18 12:33:53.112963,81233.58258073994,83224.97616154343,78349.00169784322,81042.69194904482,1192252,BTC/USDT,crypto
2024-06-18 16:33:53.112963,80393.25817896731,81703.0318161814,78864.21515343594,81009.54232077644,1355654,BTC/USDT,crypto
2024-06-18 20:33:53.112963,76555.95372487888,78971.37510019323,76237.32255536188,76961.83012936544,406310,BTC/USDT,crypto
2024-06-19 00:33:53.112963,76600.2611714802,76780.83167733674,74471.74343002311,75925.93724396091,355695,BTC/USDT,crypto
2024-06-19 04:33:53.112963,79435.99653247143,80855.12568439022,77513.17469936408,80089.42851140694,1046238,BTC/USDT,crypto
2024-06-19 08:33:53.112963,80692.99982308851,82308.94720053257,79193.62556353446,81019.93503061445,499928,BTC/USDT,crypto
2024-06-19 12:33:53.112963,79612.87932194934,80842.54424219168,77118.93390864698,79080.43390277648,1182539,BTC/USDT,crypto
