ts,instrument,entry,side,stop_loss,take_profit,strategy_type,short_ma,long_ma,crossover_strength,strategy_name,ob_low,ob_high,tap_distance,confidence,vwap_value,rsi_value,deviation_pct,price_low1,price_low2,rsi_low1,rsi_low2,divergence_strength,price_high1,price_high2,rsi_high1,rsi_high2
2025-01-11 00:33:53.112963,BTC/USDT,150681.2292062843,-1,168059.95436137335,119399.52392712401,MA_CROSSOVER_BEAR,166199.5198078942,167267.45871937092,0.9936153814994677,ma_crossover,,,,,,,,,,,,,,,,
2025-01-17 16:33:53.112963,BTC/USDT,131706.45278533024,1,120635.5001560277,151634.16751807483,MA_CROSSOVER_BULL,127125.62981204758,126546.6612759947,1.0045751387686963,ma_crossover,,,,,,,,,,,,,,,,
2025-01-21 20:33:53.112963,BTC/USDT,152206.96136504217,-1,166622.77346920146,126258.49957755543,MA_CROSSOVER_BEAR,158536.42073232651,159055.79636363688,0.99673463248002,ma_crossover,,,,,,,,,,,,,,,,
2025-02-04 16:33:53.112963,BTC/USDT,109261.45183349738,1,100516.78507838096,125001.85199270696,MA_CROSSOVER_BULL,97723.67271603105,96493.39525272915,1.0127498618955177,ma_crossover,,,,,,,,,,,,,,,,
2025-02-07 16:33:53.112963,BTC/USDT,94850.25213787453,-1,104381.4168621953,77694.15563409714,MA_CROSSOVER_BEAR,102538.34476724667,103010.89214046363,0.9954126465328287,ma_crossover,,,,,,,,,,,,,,,,
2025-02-13 16:33:53.112963,BTC/USDT,84205.67796110662,1,77950.4245369371,95465.13412461174,MA_CROSSOVER_BULL,82647.08584409149,82513.91180639688,1.0016139586013941,ma_crossover,,,,,,,,,,,,,,,,
2025-02-14 04:33:53.112963,BTC/USDT,79541.86092889223,-1,85610.95536269281,68617.49094805119,MA_CROSSOVER_BEAR,82199.65018508534,82346.5383244807,0.9982162196203493,ma_crossover,,,,,,,,,,,,,,,,
2025-02-15 00:33:53.112963,BTC/USDT,87239.4882228879,1,80630.88759540603,99134.96935235526,MA_CROSSOVER_BULL,82834.66698971059,82526.97407558953,1.0037283920508127,ma_crossover,,,,,,,,,,,,,,,,
2025-02-16 00:33:53.112963,BTC/USDT,69407.13494512757,-1,78484.09665331714,53068.603870386345,MA_CROSSOVER_BEAR,80894.52804411348,82259.05809906013,0.983411795776905,ma_crossover,,,,,,,,,,,,,,,,
2025-02-19 20:33:53.112963,BTC/USDT,69476.9270152443,-1,76331.16811393415,57139.29303760258,MA_CROSSOVER_BEAR,72636.65046643799,72935.41054990643,0.9959037718274855,ma_crossover,,,,,,,,,,,,,,,,
2025-02-20 08:33:53.112963,BTC/USDT,77213.34404904235,1,69381.71164212616,91310.2823814915,MA_CROSSOVER_BULL,73725.79593833016,73370.40917717922,1.0048437342129677,ma_crossover,,,,,,,,,,,,,,,,
2025-02-20 20:33:53.112963,BTC/USDT,70190.69751474571,-1,78305.91209725657,55583.31126622616,MA_CROSSOVER_BEAR,73033.52347702479,73141.5511936935,0.9985230321902439,ma_crossover,,,,,,,,,,,,,,,,
2025-02-26 00:33:53.112963,BTC/USDT,62622.212460171315,-1,68209.18609738044,52565.65991319488,MA_CROSSOVER_BEAR,64944.92002528629,65150.69810591419,0.9968415061294758,ma_crossover,,,,,,,,,,,,,,,,
2025-03-03 12:33:53.112963,BTC/USDT,53841.85431631081,1,48846.715334656445,62833.10448328867,MA_CROSSOVER_BULL,52903.41888284069,52793.237807339654,1.0020870300833438,ma_crossover,,,,,,,,,,,,,,,,
2025-03-04 00:33:53.112963,BTC/USDT,50933.59320064283,-1,55795.43291787855,42182.281709618524,MA_CROSSOVER_BEAR,52422.265846861206,52596.64820485279,0.9966845347765811,ma_crossover,,,,,,,,,,,,,,,,
2025-03-04 16:33:53.112963,BTC/USDT,51550.00303239647,-1,56014.52977233872,43513.85490050042,MA_CROSSOVER_BEAR,52453.91685822714,52538.56138911111,0.9983889065736482,ma_crossover,,,,,,,,,,,,,,,,
2025-03-07 16:33:53.112963,BTC/USDT,53119.326033003934,1,48283.288094083975,61824.19432305986,MA_CROSSOVER_BULL,49778.25783063437,49652.837357377444,1.0025259477591222,ma_crossover,,,,,,,,,,,,,,,,
2025-03-12 20:33:53.112963,BTC/USDT,64873.28558354709,-1,70373.72238786971,54972.49933576638,MA_CROSSOVER_BEAR,68092.28831860688,68284.94585313731,0.9971786236025612,ma_crossover,,,,,,,,,,,,,,,,
2025-03-13 20:33:53.112963,BTC/USDT,74005.027815129,1,68281.15527849794,84307.9983810649,MA_CROSSOVER_BULL,68964.12839518281,68398.32343966358,1.0082722050346504,ma_crossover,,,,,,,,,,,,,,,,
2025-03-16 00:33:53.112963,BTC/USDT,65621.88500263316,-1,72312.34905073505,53579.04971604977,MA_CROSSOVER_BEAR,71642.8474163809,72057.9571395929,0.9942392243731274,ma_crossover,,,,,,,,,,,,,,,,
2025-03-18 00:33:53.112963,BTC/USDT,72425.58435489389,1,66004.63219748312,83983.29823823326,MA_CROSSOVER_BULL,68248.69718947803,67943.98848972692,1.004484704335501,ma_crossover,,,,,,,,,,,,,,,,
2025-03-20 16:33:53.112963,BTC/USDT,67428.45328458853,-1,72556.09477378306,58198.69860403837,MA_CROSSOVER_BEAR,69475.74763198386,69619.43025678463,0.9979361706312331,ma_crossover,,,,,,,,,,,,,,,,
2025-03-21 04:33:53.112963,BTC/USDT,72136.61131654395,1,66825.37450973473,81696.83756880053,MA_CROSSOVER_BULL,70049.00749486762,69833.97546579847,1.00307918928623,ma_crossover,,,,,,,,,,,,,,,,
2025-03-22 00:33:53.112963,BTC/USDT,71257.569987191,1,65572.63534995225,81490.45233422075,MA_CROSSOVER_BULL,70041.18067407314,69906.9289350568,1.0019204353711642,ma_crossover,,,,,,,,,,,,,,,,
2025-03-23 12:33:53.112963,BTC/USDT,68173.25277467501,-1,74365.13322597467,57027.86796233563,MA_CROSSOVER_BEAR,70269.26043706427,70411.47202475111,0.9979802781621032,ma_crossover,,,,,,,,,,,,,,,,
2025-04-08 20:33:53.112963,BTC/USDT,40718.42475186785,1,37614.878893196095,46304.80729747702,MA_CROSSOVER_BULL,38513.8892931237,38390.85464519217,1.0032047905437014,ma_crossover,,,,,,,,,,,,,,,,
2024-05-17 20:33:53.112963,BTC/USDT,95941.81961052773,1,90048.14909200941,107729.16064756438,OB_TAP_BULL,,,,ob_tap,90240.03273123046,93438.42628706865,0.042761228815885316,0.95,,,,,,,,,,,,
2024-05-18 04:33:53.112963,BTC/USDT,96010.79070692087,-1,98553.01156110744,90926.34899854774,OB_TAP_BEAR,,,,ob_tap,95408.78866162624,98360.98997969361,0.009104170555237745,0.95,,,,,,,,,,,,
2024-05-18 08:33:53.112963,BTC/USDT,99620.62851159628,1,92002.12810571451,114857.62932335983,OB_TAP_BULL,,,,ob_tap,92201.3693627377,97809.09737492088,0.04632971315002022,0.95,,,,,,,,,,,,
2024-05-18 20:33:53.112963,BTC/USDT,97857.7133149641,1,97394.30519499483,98784.52955490265,OB_TAP_BULL,,,,ob_tap,97590.02062162476,101412.30270130013,0.016794264762847656,0.95,,,,,,,,,,,,
2024-05-19 12:33:53.112963,BTC/USDT,115490.72686515009,-1,121901.81825412589,102668.5440871985,OB_TAP_BEAR,,,,ob_tap,115236.07216940957,121670.83680039558,0.02565338101310807,0.95,,,,,,,,,,,,
2024-05-20 12:33:53.112963,BTC/USDT,105035.1621922288,-1,104354.03117429857,106397.42422808928,OB_TAP_BEAR,,,,ob_tap,98983.97830533083,104143.9608499141,0.03304791026317048,0.95,,,,,,,,,,,,
2024-05-20 16:33:53.112963,BTC/USDT,97576.40108950343,-1,107022.28045007329,78684.64236836371,OB_TAP_BEAR,,,,ob_tap,100345.12171336946,106827.12764789429,0.0615899287535307,0.95,,,,,,,,,,,,
2024-05-21 12:33:53.112963,BTC/USDT,92618.93454567522,-1,97720.00452812352,82416.79458077862,OB_TAP_BEAR,,,,ob_tap,92694.23539676971,97534.76665903218,0.026944452497399764,0.95,,,,,,,,,,,,
2024-05-22 04:33:53.112963,BTC/USDT,87211.78539631735,-1,93503.47626487532,74628.40365920142,OB_TAP_BEAR,,,,ob_tap,88016.31505338932,93329.05269408268,0.03968383930785569,0.9246332101180849,,,,,,,,,,,,
2024-05-22 12:33:53.112963,BTC/USDT,83072.03515776407,-1,89255.90094171012,70704.30358987197,OB_TAP_BEAR,,,,ob_tap,83638.84314115619,89089.7568713946,0.039631445675538085,0.9217981640367192,,,,,,,,,,,,
2024-05-22 20:33:53.112963,BTC/USDT,83588.74528625967,-1,84327.40640217204,82111.42305443493,OB_TAP_BEAR,,,,ob_tap,82163.04362266342,84160.22891159952,0.005109647449133401,0.95,,,,,,,,,,,,
2024-05-22 20:33:53.112963,BTC/USDT,83588.74528625967,1,77200.27793139109,96365.67999599683,OB_TAP_BULL,,,,ob_tap,77367.4554219636,81928.16619669495,0.047146711718595594,0.9338559205310841,,,,,,,,,,,,
2024-05-23 12:33:53.112963,BTC/USDT,80711.27787700563,-1,85599.7053715311,70934.42288795469,OB_TAP_BEAR,,,,ob_tap,80709.64129983918,85438.2828157771,0.02927328426645598,0.9291787919561185,,,,,,,,,,,,
2024-05-23 20:33:53.112963,BTC/USDT,78605.8757559783,-1,81653.8514044833,72509.9244589683,OB_TAP_BEAR,,,,ob_tap,78365.65951391644,81496.63965297134,0.016859729819431384,0.95,,,,,,,,,,,,
2024-05-24 04:33:53.112963,BTC/USDT,76652.32043732652,-1,80240.24710256168,69476.46710685619,OB_TAP_BEAR,,,,ob_tap,76500.07281676786,80086.94246168702,0.021410796079458626,0.95,,,,,,,,,,,,
2024-05-24 12:33:53.112963,BTC/USDT,76170.54654192772,-1,79746.02805768425,69019.58351041465,OB_TAP_BEAR,,,,ob_tap,76980.10998210838,79593.68696460039,0.02778438684645283,0.95,,,,,,,,,,,,
2024-05-25 20:33:53.112963,BTC/USDT,75483.89328542366,-1,77304.92115619969,71841.8375438716,OB_TAP_BEAR,,,,ob_tap,75657.04084051591,77153.95336962884,0.01220927776159994,0.9010423220258977,,,,,,,,,,,,
2024-05-25 12:33:53.112963,BTC/USDT,73620.51413727511,1,70770.91172179917,79319.71896822698,OB_TAP_BULL,,,,ob_tap,70918.15275007373,72266.32082134006,0.027550437202682812,0.95,,,,,,,,,,,,
2024-05-25 20:33:53.112963,BTC/USDT,75483.89328542366,1,70498.72661610741,85454.22662405617,OB_TAP_BULL,,,,ob_tap,70649.69440267826,73735.29909670602,0.04360395830784629,0.95,,,,,,,,,,,,
2024-05-26 04:33:53.112963,BTC/USDT,83638.16186956316,1,79910.76452342037,91092.95656184875,OB_TAP_BULL,,,,ob_tap,80078.04084715949,84218.0167040673,0.01781642566791089,0.95,,,,,,,,,,,,
2024-05-26 08:33:53.112963,BTC/USDT,84942.37527080813,1,83122.21001717668,88582.70577807103,OB_TAP_BULL,,,,ob_tap,83292.0947677183,85737.23288888023,0.005035312953578965,0.95,,,,,,,,,,,,
2024-05-26 20:33:53.112963,BTC/USDT,89085.26632704258,-1,90046.54727795208,87162.7044252236,OB_TAP_BEAR,,,,ob_tap,84372.65308053805,89868.376745298,0.022054729082940913,0.95,,,,,,,,,,,,
2024-06-04 12:33:53.112963,BTC/USDT,90096.08239564882,1,88389.76691334917,93508.7133602481,OB_TAP_BULL,,,,ob_tap,88569.95907814047,91716.48675672803,0.0005232249897217526,0.8999999999999999,,,,,,,,,,,,
2024-05-28 20:33:53.112963,BTC/USDT,103634.74591591298,1,101132.809000919,108638.61974590093,OB_TAP_BULL,,,,ob_tap,101340.07849275084,106906.59713711699,0.004714556828434404,0.95,,,,,,,,,,,,
2024-05-29 00:33:53.112963,BTC/USDT,102905.81935917572,1,103081.29397122364,102554.87013507987,OB_TAP_BULL,,,,ob_tap,103287.105609942,105694.9658149288,0.015404535556213343,0.95,,,,,,,,,,,,
2024-05-29 20:33:53.112963,BTC/USDT,106161.86006761664,1,102568.2126444588,113349.1549139323,OB_TAP_BULL,,,,ob_tap,102780.53636459404,109468.57045786675,0.0003514129873241744,0.95,,,,,,,,,,,,
2024-05-30 08:33:53.112963,BTC/USDT,107933.7235477804,1,102170.40983129009,119460.35098076104,OB_TAP_BULL,,,,ob_tap,102386.27727838565,107108.05691277438,0.029523269905441095,0.95,,,,,,,,,,,,
2024-05-30 12:33:53.112963,BTC/USDT,108453.74347694653,1,103752.61566361356,117855.99910361248,OB_TAP_BULL,,,,ob_tap,103969.52315056745,110724.32790221079,0.010205437959757275,0.95,,,,,,,,,,,,
2024-05-30 16:33:53.112963,BTC/USDT,107741.20385989202,-1,112711.65960550155,97800.29236867295,OB_TAP_BEAR,,,,ob_tap,106604.43492575893,112496.17719778177,0.01679118236167956,0.95,,,,,,,,,,,,
2024-05-31 00:33:53.112963,BTC/USDT,106422.3118626289,-1,111987.07601236725,95292.78356315222,OB_TAP_BEAR,,,,ob_tap,105224.88753882062,111774.23138864199,0.01951891069406321,0.95,,,,,,,,,,,,
2024-05-31 16:33:53.112963,BTC/USDT,98334.613300112,1,92888.44366234395,109226.9525756481,OB_TAP_BULL,,,,ob_tap,93085.11288894418,100192.97775575756,0.017242839737279015,0.95,,,,,,,,,,,,
2024-06-03 08:33:53.112963,BTC/USDT,99839.21075567967,1,97616.50817487718,104284.61591728465,OB_TAP_BULL,,,,ob_tap,97816.18659638854,99603.99138433099,0.0113094019551398,0.9162835679039917,,,,,,,,,,,,
2024-06-02 00:33:53.112963,BTC/USDT,111487.74763555567,1,106966.91507791245,120529.41275084212,OB_TAP_BULL,,,,ob_tap,107189.89057318355,110783.77389657528,0.02243219953506947,0.95,,,,,,,,,,,,
2024-06-02 00:33:53.112963,BTC/USDT,111487.74763555567,-1,120287.22347342942,93888.79595980818,OB_TAP_BEAR,,,,ob_tap,114800.39130925064,120064.24797815831,0.05332040636053686,0.95,,,,,,,,,,,,
